pre,post,# sections,synapse id,series
hyp,AS10,3,1664,PAG
hyp,AS11,1,658,PAG
hyp,AS11,1,672,PAG
hyp,AS11,1,792,PAG
hyp,AS11,1,793,PAG
hyp,AS11,1,794,PAG
hyp,AS11,1,795,PAG
hyp,AS11,1,825,PAG
hyp,AS11,1,826,PAG
hyp,AS11,1,827,PAG
hyp,AS11,1,840,PAG
hyp,AS11,1,887,PAG
hyp,AS11,1,916,PAG
hyp,AS11,1,1001,PAG
hyp,AS11,1,1007,PAG
hyp,AS11,2,690,PAG
hyp,AS11,2,911,PAG
hyp,AS11,2,1002,PAG
hyp,AS11,2,1013,PAG
hyp,AS11,2,1065,PAG
hyp,AS11,4,925,PAG
hyp,AVAL,1,848,PAG
hyp,AVAR,1,951,PAG
hyp,AVAR,2,881,PAG
hyp,AVBR,2,661,PAG
hyp,AVDL,1,1795,PAG
hyp,AVFL,1,739,PAG
hyp,AVFL,1,870,PAG
hyp,AVFL,1,1787,PAG
hyp,AVFL,1,1835,PAG
hyp,AVFR,1,2288,PAG
hyp,AVG,1,656,PAG
hyp,AVG,1,1794,PAG
hyp,AVHL,1,662,PAG
hyp,AVHL,1,871,PAG
hyp,AVHL,1,888,PAG
hyp,AVHL,1,964,PAG
hyp,AVHL,1,1039,PAG
hyp,AVHL,1,1732,PAG
hyp,AVHL,1,1740,PAG
hyp,AVHL,2,705,PAG
hyp,AVHL,2,724,PAG
hyp,AVHL,2,959,PAG
hyp,AVHL,2,1724,PAG
hyp,AVHL,2,1733,PAG
hyp,AVHL,3,899,PAG
hyp,AVHL,3,949,PAG
hyp,AVHR,1,862,PAG
hyp,AVHR,1,875,PAG
hyp,AVHR,1,1055,PAG
hyp,AVHR,1,1173,PAG
hyp,AVHR,1,1191,PAG
hyp,AVHR,6,1219,PAG
hyp,AVJL,1,1221,PAG
hyp,AVJL,2,1168,PAG
hyp,AVJR,1,684,PAG
hyp,AVJR,1,717,PAG
hyp,AVJR,1,2293,PAG
hyp,AVKR,1,659,PAG
hyp,AVKR,1,722,PAG
hyp,AVKR,1,744,PAG
hyp,AVKR,1,774,PAG
hyp,AVKR,1,791,PAG
hyp,AVKR,1,971,PAG
hyp,AVKR,1,1028,PAG
hyp,AVKR,1,1661,PAG
hyp,AVKR,1,1758,PAG
hyp,AVKR,1,1816,PAG
hyp,AVKR,2,940,PAG
hyp,AVKR,2,1656,PAG
hyp,DA08,1,1184,PAG
hyp,DA09,1,2118,Brown
hyp,DB07,1,1026,PAG
hyp,DVA,1,1769,PAG
hyp,DVA,1,1793,PAG
hyp,DVA,1,1804,PAG
hyp,DVA,1,1823,PAG
hyp,DVC,2,2107,Brown
hyp,PDA,1,2098,Dorsal
hyp,PDA,1,2411,Red
hyp,PDB,1,1213,PAG
hyp,PDB,1,2048,Brown
hyp,PDB,1,2049,Brown
hyp,PDB,1,2099,Dorsal
hyp,PDB,1,2114,Dorsal
hyp,PDB,1,2122,Dorsal
hyp,PDB,1,2124,Dorsal
hyp,PDB,2,1212,PAG
hyp,PDB,2,2015,Brown
hyp,PHAL,1,1974,Brown
hyp,PHAR.,1,1970,Brown
hyp,PHBL,1,900,PAG
hyp,PHBL,1,2005,Brown
hyp,PHBR,1,2000,Brown
hyp,PHCL,1,2036,Brown
hyp,PLML,1,1991,Brown
hyp,PLML,1,2006,Brown
hyp,PLML,1,2016,Brown
hyp,PLNR,1,2017,Brown
hyp,PQR,1,2010,Brown
hyp,PVCL,1,1076,PAG
hyp,PVCL,1,1101,PAG
hyp,PVCL,1,1123,PAG
hyp,PVCR,1,2423,Red
hyp,PVNL,1,1124,PAG
hyp,PVNL,1,1127,PAG
hyp,PVPL,1,701,PAG
hyp,PVPL,1,727,PAG
hyp,PVPL,1,734,PAG
hyp,PVPL,1,1663,PAG
hyp,PVPL,1,1790,PAG
hyp,PVPL,1,1791,PAG
hyp,PVPL,1,1815,PAG
hyp,PVPL,2,694,PAG
hyp,PVPL,2,1799,PAG
hyp,PVPL,2,2286,PAG
hyp,PVPL,4,732,PAG
hyp,PVPR,1,884,PAG
hyp,PVPR,1,1049,PAG
hyp,PVPR,1,1083,PAG
hyp,PVQL,1,1700,PAG
hyp,PVQL,1,1765,PAG
hyp,PVR,1,728,PAG
hyp,PVR,1,1967,Brown
hyp,PVR,1,1989,Brown
hyp,PVR,1,1997,Brown
hyp,PVR,1,2008,Brown
hyp,PVR,1,2014,Brown
hyp,PVR,1,2024,Brown
hyp,PVR,1,2033,Brown
hyp,PVR,1,2060,Brown
hyp,PVT,1,1099,PAG
hyp,PVWL,1,1210,PAG
hyp,PVWL,1,1214,PAG
hyp,PVWL,1,1233,PAG
hyp,PVWL,1,1249,PAG
hyp,PVWL,1,2416,Red
hyp,PVWL,2,1968,Brown
hyp,PVWR,1,1971,Brown
hyp,PhshL,1,2004,Brown
hyp,PhshL,1,2013,Brown
hyp,PhshL,1,2028,Brown
hyp,PhshL,1,2031,Brown
hyp,PhshR,1,1980,Brown
hyp,PhshR,1,1981,Brown
hyp,PhshR,1,1983,Brown
hyp,PhshR,1,1998,Brown
hyp,PhshR,1,1999,Brown
hyp,PhshR,1,2018,Brown
hyp,Phso1L,1,2045,Brown
hyp,Phso1L,2,2042,Brown
hyp,Phso1R,1,2012,Brown
hyp,Phso1R,1,2019,Brown
hyp,Phso1R,1,2023,Brown
hyp,Phso1R,2,2001,Brown
hyp,Phso1R,2,2009,Brown
hyp,Phso2L,1,2029,Brown
hyp,Phso2L,1,2041,Brown
hyp,Phso2L,1,2050,Brown
hyp,Phso2L,2,2022,Brown
hyp,Phso2L,5,2041,Brown
hyp,Phso2R,1,2035,Brown
hyp,Phso2R,1,2053,Brown
hyp,Phso2R,6,2044,Brown
hyp,RID,1,2125,Dorsal
hyp,RID,3,2106,Dorsal
hyp,VA11,1,758,PAG
hyp,VB11,1,1739,PAG
hyp,VD12,1,874,PAG
hyp,VD12,1,930,PAG
hyp,VD12,1,941,PAG
hyp,VD12,1,942,PAG
hyp,VD12,1,957,PAG
hyp,bl11,1,908,PAG
hyp,bl11,1,1042,PAG
hyp,bl11,1,1086,PAG
hyp,bl11,1,1097,PAG
hyp,bl11,1,1138,PAG
hyp,bl11,2,885,PAG
hyp,bl11,2,902,PAG
hyp,bl11,3,1073,PAG
hyp,bl15,1,1686,PAG
hyp,g0,1,1972,Brown
hyp,g0,1,2003,Brown
hyp,g0,1,2007,Brown
hyp,gx,1,1964,Brown
hyp,hyp,1,886,PAG
obj,obj,1,2436,Red
obj54779,bl11,1,1780,PAG
r28,ALNL,1,2037,Brown
r28,ALNL,2,2027,Brown
r28,hyp,1,2021,Brown
r28,hyp,1,2057,Brown
r28,hyp,1,2063,Brown
r28,hyp,1,2065,Brown
r28,hyp,2,2062,Brown
r28,hyp,2,2064,Brown
r30,gx,1,2126,Brown
vBWML19,AS11,1,779,PAG
vBWML19,AS11,1,781,PAG
vBWML19,PVPL,1,756,PAG
vBWML19,PVPL,1,769,PAG
vBWMR20,bl11,2,2608,PAG
